casualty_id,vehicle_reference,casualty_class,sex_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
42828,1,3,1,3,3,10,9,0,0,2,0,3,3
42829,1,1,2,7,3,0,0,0,0,0,9,3,4
42830,1,1,1,6,3,0,0,0,0,0,19,1,6
42831,2,1,2,6,3,0,0,0,0,0,9,2,6
42832,3,1,2,5,3,0,0,0,0,0,9,1,4
42833,2,1,1,11,3,0,0,0,0,0,9,1,10
42834,2,2,2,10,3,0,0,1,0,0,9,1,10
42835,2,1,1,7,3,0,0,0,0,0,9,3,6
42836,1,2,1,8,3,0,0,1,0,0,9,1,1
42837,1,1,1,5,3,0,0,0,0,0,9,1,1
42838,2,1,1,6,3,0,0,0,0,0,9,1,1
42839,2,1,1,7,2,0,0,0,0,0,1,1,5
42840,1,1,1,7,3,0,0,0,0,0,9,2,7
42841,2,1,1,6,2,0,0,0,0,0,9,1,1
42842,2,2,1,6,3,0,0,1,0,0,9,9,11
42843,2,2,2,5,2,0,0,2,0,0,9,9,11
42844,1,1,1,8,1,0,0,0,0,0,9,1,1
42845,1,3,2,9,2,10,9,0,0,0,0,1,6
42846,2,1,2,6,3,0,0,0,0,0,9,1,4
42847,2,1,1,9,3,0,0,0,0,0,1,1,8
42848,1,1,2,9,3,0,0,0,0,0,5,1,4
42849,1,1,1,6,3,0,0,0,0,0,9,9,11
42850,1,3,1,1,3,5,4,0,0,0,0,2,2
42851,2,1,1,6,2,0,0,0,0,0,9,1,2
42852,1,1,1,9,2,0,0,0,0,0,5,1,7
42853,2,1,1,6,3,0,0,0,0,0,4,3,10
42854,1,3,2,9,3,6,9,0,0,0,0,1,4
42855,1,3,1,6,2,5,1,0,0,0,0,1,2
42856,1,1,1,4,2,0,0,0,0,0,3,2,7
42857,1,2,2,4,3,0,0,2,0,0,9,3,2
42858,2,1,1,6,3,0,0,0,0,0,9,1,8
42859,1,1,1,4,2,0,0,0,0,0,9,1,10
42860,2,1,1,8,3,0,0,0,0,0,9,1,7
42861,1,1,1,4,3,0,0,0,0,0,9,2,8
42862,2,2,2,5,3,0,0,0,0,0,19,1,5
42863,1,1,1,7,3,0,0,0,0,0,9,9,11
42864,1,1,1,7,2,0,0,0,0,0,1,1,4
42865,2,1,1,6,2,0,0,0,0,0,1,1,10
42866,1,1,1,7,2,0,0,0,0,0,9,1,10
42867,2,1,1,7,3,0,0,0,0,0,1,3,9
42868,2,1,1,6,3,0,0,0,0,0,9,1,10
42869,1,1,1,7,3,0,0,0,0,0,17,3,8
42870,1,2,1,5,2,0,0,1,0,0,9,9,11
42871,1,3,1,3,3,8,3,0,0,0,0,1,9
42872,1,1,1,9,3,0,0,0,0,0,5,1,6
42873,2,1,1,8,2,0,0,0,0,0,1,1,9
42874,2,1,1,9,2,0,0,0,0,0,5,1,9
42875,1,1,1,6,3,0,0,0,0,0,9,1,5
42876,1,1,1,4,2,0,0,0,0,0,9,3,7
42877,2,1,1,10,3,0,0,0,0,0,21,2,9
42878,1,1,1,7,3,0,0,0,0,0,9,9,11
42879,2,2,2,10,3,0,0,2,0,0,8,9,11
42880,1,3,2,3,2,5,4,0,0,0,0,1,1
42881,2,1,2,8,3,0,0,0,0,0,9,1,4
42882,1,1,1,11,2,0,0,0,0,0,9,3,7
42883,2,1,2,10,3,0,0,0,0,0,9,1,6
42884,1,2,2,8,3,0,0,1,0,0,9,1,2
42885,1,2,1,6,3,0,0,1,0,0,9,1,1
42886,2,1,1,9,2,0,0,0,0,0,1,3,8
42887,1,1,1,10,1,0,0,0,0,0,9,9,11
42888,1,2,2,10,2,0,0,1,0,0,9,3,7
42889,2,1,1,6,3,0,0,0,0,0,5,1,8
42890,2,1,2,6,3,0,0,0,0,0,1,9,11
42891,2,1,1,9,3,0,0,0,0,0,9,1,7
42892,2,2,2,11,3,0,0,2,0,0,9,1,10
42893,2,2,2,8,3,0,0,2,0,0,9,1,10
42894,1,3,2,8,3,8,3,0,0,0,0,1,1
42895,2,2,2,8,3,0,0,0,0,0,10,1,10
42896,2,1,1,6,2,0,0,0,0,0,1,3,8
42897,1,3,1,10,3,5,9,0,0,0,0,9,11
42898,1,1,2,8,3,0,0,0,0,0,9,1,5
42899,1,3,1,5,3,1,1,0,0,0,0,2,2
42900,1,1,1,6,3,0,0,0,0,0,9,1,2
42901,2,1,2,4,2,0,0,0,0,0,9,1,9
42902,1,1,2,5,2,0,0,0,0,0,9,1,9
42903,1,1,1,6,3,0,0,0,0,0,1,1,6
42904,1,3,2,2,3,4,1,0,0,0,0,1,3
42905,1,3,1,7,3,9,8,0,0,0,0,1,4
42906,1,1,1,6,3,0,0,0,0,0,9,1,7
42907,2,1,2,9,3,0,0,0,0,0,9,1,9
42908,3,1,2,9,3,0,0,0,0,0,9,3,8
42909,1,1,1,7,3,0,0,0,0,0,9,1,1
42910,1,1,1,5,3,0,0,0,0,0,3,2,5
42911,2,2,2,9,3,0,0,1,0,0,9,2,4
42912,2,1,1,9,2,0,0,0,0,0,5,1,9
42913,2,1,2,5,3,0,0,0,0,0,1,9,11
42914,1,1,1,7,3,0,0,0,0,0,3,3,8
42915,1,1,1,9,3,0,0,0,0,0,5,9,11
42916,1,3,2,2,3,4,4,0,0,0,0,9,11
42917,1,3,2,3,2,5,1,0,0,2,0,1,10
42918,1,1,1,8,3,0,0,0,0,0,9,3,7
42919,2,1,1,6,3,0,0,0,0,0,9,1,2
42920,2,2,1,6,3,0,0,2,0,0,9,9,11
42921,2,2,2,6,3,0,0,2,0,0,9,1,5
42922,3,1,1,6,3,0,0,0,0,0,9,2,3
42923,2,2,2,11,2,0,0,2,0,0,8,1,4
42924,1,1,1,9,2,0,0,0,0,0,1,3,7
42925,2,1,2,8,2,0,0,0,0,0,5,1,7
42926,1,1,1,11,3,0,0,0,0,0,9,1,9
42927,2,2,2,11,3,0,0,0,4,0,11,1,10
42928,1,1,1,6,2,0,0,0,0,0,9,3,6
42929,1,1,1,7,2,0,0,0,0,0,5,3,10
42930,1,3,2,3,3,1,3,0,0,0,0,9,11
42931,1,3,2,3,3,1,3,0,0,0,0,9,11
42932,1,1,1,4,2,0,0,0,0,0,3,9,11
42933,1,1,1,9,2,0,0,0,0,0,5,3,8
42934,2,1,1,7,3,0,0,0,0,0,1,1,8
42935,1,3,1,3,2,5,1,0,0,0,0,1,4
42936,2,1,2,6,3,0,0,0,0,0,1,1,3
42937,1,1,1,7,2,0,0,0,0,0,5,3,6
42938,2,1,1,9,2,0,0,0,0,0,1,1,10
42939,1,1,1,7,2,0,0,0,0,0,9,9,11
42940,2,1,1,8,2,0,0,0,0,0,9,3,7
42941,2,2,2,5,3,0,0,1,0,0,9,2,3
42942,2,1,2,7,3,0,0,0,0,0,9,2,3
42943,2,1,2,9,3,0,0,0,0,0,9,2,5
42944,2,1,1,6,3,0,0,0,0,0,1,1,2
42945,1,3,1,8,3,1,4,0,0,0,0,1,8
42946,1,3,2,7,3,8,3,0,0,0,0,1,5
42947,1,3,1,9,3,5,1,0,0,0,0,1,7
42948,3,1,1,7,3,0,0,0,0,0,9,1,6
42949,1,1,1,7,3,0,0,0,0,0,1,9,11
42950,1,1,1,5,3,0,0,0,0,0,9,1,3
42951,1,2,2,5,3,0,0,2,0,0,9,1,2
42952,1,2,2,6,3,0,0,2,0,0,9,1,9
42953,1,2,2,5,3,0,0,1,0,0,9,1,2
42954,1,1,1,6,3,0,0,0,0,0,9,1,6
42955,1,2,1,2,3,0,0,2,0,0,9,1,2
42956,1,1,1,6,3,0,0,0,0,0,3,1,7
42957,1,3,1,4,3,1,3,0,0,0,0,1,4
42958,1,1,1,6,3,0,0,0,0,0,3,1,2
42959,1,2,2,11,2,0,0,1,0,0,9,1,10
42960,3,1,1,5,3,0,0,0,0,0,9,1,1
42961,3,2,2,5,3,0,0,1,0,0,9,1,7
42962,2,1,1,7,2,0,0,0,0,0,1,1,2
42963,2,1,1,4,3,0,0,0,0,0,3,1,2
42964,2,1,1,6,2,0,0,0,0,0,1,1,4
42965,1,1,1,5,3,0,0,0,0,0,9,1,2
42966,1,2,1,7,3,0,0,9,0,0,9,1,1
42967,1,2,2,7,3,0,0,9,0,0,9,1,4
42968,1,2,2,7,3,0,0,9,0,0,9,1,1
42969,1,1,1,4,3,0,0,0,0,0,3,1,3
42970,1,1,2,5,3,0,0,0,0,0,9,1,9
42971,1,3,1,8,3,1,3,0,0,0,0,1,4
42972,1,1,1,9,3,0,0,0,0,0,9,1,6
42973,2,1,1,8,3,0,0,0,0,0,9,1,2
42974,1,1,1,9,3,0,0,0,0,0,9,1,3
42975,2,1,1,6,3,0,0,0,0,0,9,1,7
42976,2,1,1,4,3,0,0,0,0,0,90,1,3
42977,1,1,2,4,3,0,0,0,0,0,9,1,3
42978,1,2,2,6,3,0,0,1,0,0,9,1,3
42979,1,2,1,2,3,0,0,2,0,0,9,1,3
42980,2,1,1,6,3,0,0,0,0,0,9,1,7
42981,1,1,2,10,3,0,0,0,0,0,9,1,6
42982,1,3,2,6,3,1,1,0,0,0,0,1,5
42983,2,1,1,8,3,0,0,0,0,0,1,1,3
42984,1,3,1,8,3,5,1,0,0,0,0,9,11
42985,2,1,1,7,3,0,0,0,0,0,1,1,4
42986,2,1,2,10,3,0,0,0,0,0,9,1,8
42987,2,1,1,9,3,0,0,0,0,0,8,1,3
42988,1,3,1,5,3,1,1,0,0,0,0,1,7
42989,2,1,1,8,3,0,0,0,0,0,9,1,4
42990,1,1,1,9,2,0,0,0,0,0,5,1,3
42991,1,1,1,7,3,0,0,0,0,0,9,1,1
42992,1,2,1,3,3,0,0,1,0,0,9,1,1
42993,1,2,1,3,3,0,0,2,0,0,9,1,1
42994,2,1,1,8,3,0,0,0,0,0,9,1,4
42995,2,2,1,3,3,0,0,0,0,0,3,1,3
42996,1,1,1,6,3,0,0,0,0,0,3,1,4
42997,2,1,1,7,3,0,0,0,0,0,5,1,3
42998,1,1,2,7,3,0,0,0,0,0,9,1,3
42999,2,1,2,4,3,0,0,0,0,0,9,1,3
43000,1,2,2,6,3,0,0,1,0,0,9,1,2
43001,1,1,1,7,3,0,0,0,0,0,9,9,11
43002,2,1,1,8,3,0,0,0,0,0,9,1,1
43003,1,3,1,5,3,1,3,0,0,0,0,1,1
43004,1,2,2,8,3,0,0,0,4,0,11,3,9
43005,1,3,1,4,3,1,9,0,0,0,0,1,6
43006,1,3,1,6,2,5,1,0,0,0,0,1,3
43007,1,3,1,4,3,5,1,0,0,0,0,1,1
43008,1,3,1,9,3,5,2,0,0,0,0,1,6
43009,1,3,1,7,3,1,1,0,0,0,0,1,1
43010,1,1,1,6,3,0,0,0,0,0,9,1,2
43011,1,1,1,5,3,0,0,0,0,0,9,1,2
43012,1,3,1,7,3,1,3,0,0,0,0,1,1
43013,1,1,1,5,3,0,0,0,0,0,1,1,3
43014,1,3,2,6,3,8,9,0,0,0,0,1,5
43015,1,2,2,7,3,0,0,2,0,0,9,1,6
43016,1,1,1,6,3,0,0,0,0,0,97,1,6
43017,2,1,1,4,3,0,0,0,0,0,1,1,5
43018,1,1,2,7,3,0,0,0,0,0,9,1,4
43019,1,2,2,7,3,0,0,1,0,0,9,9,11
43020,2,1,2,6,3,0,0,0,0,0,1,1,5
43021,2,1,1,8,3,0,0,0,0,0,9,1,2
43022,2,2,2,8,3,0,0,1,0,0,9,1,2
43023,1,2,2,7,3,0,0,0,4,0,11,1,5
43024,1,1,1,7,3,0,0,0,0,0,19,1,4
43025,2,2,1,1,3,0,0,0,4,0,11,1,5
43026,1,3,1,11,3,5,4,0,0,0,0,1,6
43027,2,2,1,7,3,0,0,1,0,0,9,1,1
43028,1,1,1,7,3,0,0,0,0,0,9,1,2
43029,1,1,1,7,3,0,0,0,0,0,5,1,9
43030,1,1,1,7,3,0,0,0,0,0,8,1,3
43031,1,1,1,7,2,0,0,0,0,0,1,1,3
43032,1,2,2,9,3,0,0,2,0,0,9,9,11
43033,1,1,2,7,3,0,0,0,0,0,1,1,5
43034,2,1,1,8,3,0,0,0,0,0,3,1,5
43035,1,1,2,7,3,0,0,0,0,0,1,9,11
43036,1,2,2,9,3,0,0,0,4,0,11,1,2
43037,1,3,1,1,3,5,1,0,0,0,0,1,6
43038,2,1,2,5,3,0,0,0,0,0,9,1,5
43039,1,3,1,10,2,4,1,0,0,0,0,1,2
43040,1,1,1,10,3,0,0,0,0,0,9,9,11
43041,1,1,1,5,3,0,0,0,0,0,5,1,7
43042,1,3,1,8,2,4,2,0,0,0,0,1,6
43043,1,1,1,6,3,0,0,0,0,0,9,1,2
43044,1,1,2,9,3,0,0,0,0,0,9,1,3
43045,1,1,1,8,3,0,0,0,0,0,9,2,5
43046,1,3,2,11,2,5,1,0,0,0,0,1,3
43047,2,1,1,4,3,0,0,0,0,0,5,1,7
43048,1,1,1,7,3,0,0,0,0,0,9,3,6
43049,1,1,2,5,3,0,0,0,0,0,9,1,6
43050,1,3,1,5,3,5,3,0,0,0,0,1,3
43051,1,1,1,8,3,0,0,0,0,0,9,1,4
43052,2,1,1,8,3,0,0,0,0,0,3,1,4
43053,1,1,1,6,3,0,0,0,0,0,3,1,3
43054,1,1,2,5,3,0,0,0,0,0,9,1,2
43055,1,3,1,6,2,1,3,0,0,0,0,1,2
43056,1,1,1,5,3,0,0,0,0,0,9,1,5
43057,1,1,2,6,3,0,0,0,0,0,9,1,6
43058,2,1,2,8,3,0,0,0,0,0,9,1,2
43059,2,1,1,8,3,0,0,0,0,0,4,1,2
43060,1,1,1,6,3,0,0,0,0,0,3,1,5
43061,1,1,1,5,3,0,0,0,0,0,8,1,3
43062,2,1,1,6,3,0,0,0,0,0,1,1,6
43063,1,1,1,6,3,0,0,0,0,0,9,1,5
43064,2,1,1,9,3,0,0,0,0,0,90,1,3
43065,1,1,1,7,3,0,0,0,0,0,3,1,3
43066,2,1,1,8,3,0,0,0,0,0,9,9,11
43067,1,1,2,9,3,0,0,0,0,0,9,2,10
43068,1,3,1,10,2,1,1,0,0,0,0,9,11
43069,2,1,1,5,3,0,0,0,0,0,9,9,11
43070,2,1,2,6,3,0,0,0,0,0,1,1,3
43071,2,1,1,8,3,0,0,0,0,0,9,1,3
43072,2,2,2,4,3,0,0,1,0,0,9,1,3
43073,2,2,2,5,3,0,0,2,0,0,9,1,3
43074,1,3,2,5,3,5,1,0,0,0,0,1,2
43075,1,3,1,10,2,6,9,0,0,0,0,1,1
43076,1,3,1,7,3,5,3,0,0,0,0,1,3
43077,1,1,2,6,3,0,0,0,0,0,1,1,2
43078,1,3,2,9,3,1,9,0,0,0,0,1,7
43079,2,1,1,11,3,0,0,0,0,0,9,1,5
43080,1,1,1,6,3,0,0,0,0,0,19,1,3
43081,1,1,1,8,3,0,0,0,0,0,5,1,5
43082,1,1,2,8,3,0,0,0,0,0,9,1,2
43083,1,2,2,7,3,0,0,2,0,0,9,9,11
43084,2,2,2,6,3,0,0,1,0,0,9,1,1
43085,2,1,1,4,2,0,0,0,0,0,4,1,4
43086,1,1,1,6,3,0,0,0,0,0,9,1,4
43087,1,1,2,9,3,0,0,0,0,0,1,1,5
43088,1,1,1,7,3,0,0,0,0,0,3,1,4
43089,1,1,1,8,3,0,0,0,0,0,9,1,2
43090,2,1,1,6,3,0,0,0,0,0,1,9,11
43091,2,1,1,8,3,0,0,0,0,0,1,1,8
43092,2,1,1,8,3,0,0,0,0,0,9,1,3
43093,1,3,1,6,2,1,1,0,0,0,0,1,7
43094,1,1,1,6,3,0,0,0,0,0,3,1,3
43095,1,3,2,9,2,1,1,0,0,0,0,1,2
43096,1,1,2,6,3,0,0,0,0,0,9,1,4
43097,1,1,1,6,3,0,0,0,0,0,9,1,3
43098,1,1,1,8,3,0,0,0,0,0,9,1,4
43099,1,3,2,6,3,4,3,0,0,0,0,1,2
43100,1,1,2,7,3,0,0,0,0,0,9,1,7
43101,2,1,1,8,2,0,0,0,0,0,9,1,8
43102,2,1,2,9,3,0,0,0,0,0,1,1,2
43103,1,3,1,7,3,1,9,0,0,0,0,1,3
43104,1,3,1,4,3,1,3,0,0,0,0,1,5
43105,1,3,1,7,2,1,3,0,0,0,0,1,2
43106,1,1,1,4,3,0,0,0,0,0,9,1,9
43107,1,1,2,6,3,0,0,0,0,0,3,1,2
43108,1,3,1,1,3,5,9,0,0,0,0,1,2
43109,1,1,1,6,3,0,0,0,0,0,9,1,6
43110,1,3,2,6,2,1,1,0,0,0,0,1,7
43111,1,3,2,6,3,10,9,0,0,0,0,1,4
43112,1,1,1,6,3,0,0,0,0,0,3,1,3
43113,1,1,1,6,3,0,0,0,0,0,3,1,4
43114,1,1,1,8,3,0,0,0,0,0,5,9,11
43115,1,3,1,4,3,5,9,0,0,0,0,1,2
43116,1,1,1,7,2,0,0,0,0,0,9,9,11
43117,1,3,1,7,3,1,3,0,0,0,0,1,4
43118,1,1,1,9,2,0,0,0,0,0,5,1,4
43119,1,1,1,6,3,0,0,0,0,0,3,1,2
43120,1,1,1,5,3,0,0,0,0,0,9,1,2
43121,1,1,1,7,3,0,0,0,0,0,19,1,1
43122,1,2,1,3,3,0,0,2,0,0,9,1,5
43123,2,1,1,6,3,0,0,0,0,0,5,9,11
43124,2,1,1,3,3,0,0,0,0,0,1,1,6
43125,1,1,1,7,3,0,0,0,0,0,9,1,3
43126,1,2,1,7,3,0,0,1,0,0,9,1,3
43127,2,1,2,8,3,0,0,0,0,0,9,1,5
43128,1,1,1,6,3,0,0,0,0,0,9,1,1
43129,1,1,2,5,3,0,0,0,0,0,9,1,11
43130,4,1,1,7,3,0,0,0,0,0,9,9,11
43131,1,1,1,9,3,0,0,0,0,0,9,1,4
43132,2,1,1,7,3,0,0,0,0,0,9,1,5
43133,1,1,1,6,2,0,0,0,0,0,1,1,3
43134,2,1,1,6,3,0,0,0,0,0,1,1,6
43135,2,1,1,5,3,0,0,0,0,0,3,1,2
43136,2,1,1,5,3,0,0,0,0,0,90,1,3
43137,1,1,1,4,3,0,0,0,0,0,90,1,2
43138,1,1,1,8,2,0,0,0,0,0,2,1,7
43139,1,3,1,7,3,5,3,0,0,0,0,1,3
43140,1,1,1,7,3,0,0,0,0,0,9,1,9
43141,1,3,2,7,3,6,9,0,0,0,0,1,5
43142,1,1,1,7,3,0,0,0,0,0,9,1,1
43143,1,2,1,2,3,0,0,2,0,0,9,1,2
43144,1,2,1,7,3,0,0,1,0,0,9,1,2
43145,2,1,1,6,3,0,0,0,0,0,9,1,3
43146,2,2,1,5,3,0,0,1,0,0,9,1,2
43147,1,1,2,6,2,0,0,0,0,0,9,9,11
43148,1,1,2,10,3,0,0,0,0,0,9,1,5
43149,1,3,1,8,3,4,2,0,0,0,0,1,3
43150,1,3,2,3,3,8,1,0,0,0,0,1,8
43151,1,3,1,4,2,4,2,0,0,0,0,3,6
43152,1,1,1,6,3,0,0,0,0,0,1,1,4
43153,1,3,2,7,3,10,9,0,0,0,0,1,2
43154,2,1,2,8,3,0,0,0,0,0,11,1,1
43155,2,3,2,6,3,10,9,0,0,0,0,1,2
43156,2,3,2,8,3,10,9,0,0,0,0,1,2
43157,1,1,1,5,3,0,0,0,0,0,3,1,2
43158,1,3,2,4,2,9,7,0,0,0,0,1,2
43159,1,3,1,7,1,4,3,0,0,0,0,9,11
43160,1,3,2,9,3,1,9,0,0,0,0,1,5
43161,1,1,1,6,3,0,0,0,0,0,3,1,8
43162,1,1,1,7,3,0,0,0,0,0,4,1,1
43163,1,1,2,9,3,0,0,0,0,0,9,1,3
43164,2,1,2,7,3,0,0,0,0,0,9,1,2
43165,1,1,1,11,2,0,0,0,0,0,9,1,1
43166,1,1,2,6,3,0,0,0,0,0,1,1,2
43167,1,1,1,5,3,0,0,0,0,0,2,1,2
43168,1,1,1,6,3,0,0,0,0,0,9,2,7
43169,1,1,1,9,3,0,0,0,0,0,9,1,8
43170,1,1,1,5,3,0,0,0,0,0,9,1,7
43171,1,1,1,6,3,0,0,0,0,0,1,1,4
43172,1,1,1,7,3,0,0,0,0,0,8,1,3
43173,1,2,1,6,2,0,0,1,0,0,9,9,11
43174,2,1,2,9,3,0,0,0,0,0,9,1,2
43175,1,3,1,6,2,9,7,0,0,0,0,1,2
43176,2,1,1,8,3,0,0,0,0,0,1,1,4
43177,1,3,2,9,3,5,9,0,0,2,0,1,3
43178,2,1,1,5,3,0,0,0,0,0,9,1,2
43179,1,1,2,8,3,0,0,0,0,0,9,3,7
43180,2,1,2,4,3,0,0,0,0,0,9,3,7
43181,2,1,1,6,3,0,0,0,0,0,9,1,5
43182,2,2,2,6,3,0,0,1,0,0,9,1,5
43183,2,2,1,1,2,0,0,2,0,0,9,1,5
43184,1,1,2,10,3,0,0,0,0,0,9,1,8
43185,1,1,2,7,3,0,0,0,0,0,97,1,1
43186,1,3,1,3,3,8,4,0,0,0,0,3,7
43187,2,1,1,7,3,0,0,0,0,0,1,1,8
43188,1,1,1,8,3,0,0,0,0,0,98,1,3
43189,1,3,2,3,3,10,8,0,0,0,0,1,1
43190,1,1,1,5,2,0,0,0,0,0,9,3,9
43191,1,3,1,7,2,5,1,0,0,0,0,1,11
43192,1,1,2,11,3,0,0,0,0,0,9,1,4
43193,2,1,1,7,3,0,0,0,0,0,11,1,2
43194,1,1,1,7,3,0,0,0,0,0,9,2,7
43195,1,1,1,8,2,0,0,0,0,0,1,1,4
43196,1,3,2,4,2,5,3,0,0,0,0,1,3
43197,1,1,2,6,3,0,0,0,0,0,9,1,5
43198,2,1,2,6,3,0,0,0,0,0,9,1,2
43199,2,2,1,6,2,0,0,1,0,0,9,1,2
43200,2,2,2,7,2,0,0,0,4,0,11,1,1
43201,2,2,1,7,3,0,0,0,4,0,11,1,1
43202,2,2,1,6,3,0,0,0,4,0,11,1,1
43203,2,1,1,11,3,0,0,0,0,0,1,1,6
43204,1,1,2,8,2,0,0,0,0,0,1,1,5
43205,2,1,2,5,3,0,0,0,0,0,9,1,5
43206,2,1,1,5,2,0,0,0,0,0,97,1,1
43207,1,1,1,9,3,0,0,0,0,0,1,1,2
43208,1,3,1,4,2,1,1,0,0,0,0,1,8
43209,1,3,1,7,3,4,3,0,0,0,0,9,11
43210,1,1,2,5,3,0,0,0,0,0,9,1,1
43211,2,1,2,8,3,0,0,0,0,0,9,2,9
43212,2,2,2,8,3,0,0,1,0,0,9,1,5
43213,2,1,2,8,3,0,0,0,0,0,9,1,4
43214,2,1,2,6,3,0,0,0,0,0,9,1,7
43215,1,1,1,10,3,0,0,0,0,0,9,1,3
43216,2,1,1,10,2,0,0,0,0,0,1,1,5
43217,2,1,1,7,2,0,0,0,0,0,9,1,1
43218,2,2,2,5,3,0,0,1,0,0,9,1,7
43219,1,1,9,6,3,0,0,0,0,0,9,1,2
43220,2,1,1,9,3,0,0,0,0,0,1,1,1
43221,1,1,1,6,3,0,0,0,0,0,3,1,7
43222,1,1,2,8,3,0,0,0,0,0,9,1,7
43223,2,1,1,5,3,0,0,0,0,0,1,1,6
43224,1,3,2,3,2,5,4,0,0,0,0,1,2
43225,1,1,1,4,3,0,0,0,0,0,2,1,3
43226,1,3,2,10,2,5,3,0,0,0,0,1,5
43227,1,1,1,7,3,0,0,0,0,0,19,1,3
43228,1,2,2,7,3,0,0,0,0,0,19,1,2
43229,1,2,2,2,3,0,0,0,0,0,19,1,2
43230,2,1,1,4,3,0,0,0,0,0,1,1,7
43231,2,1,1,6,3,0,0,0,0,0,3,1,3
43232,2,1,1,6,2,0,0,0,0,0,4,1,3
43233,1,2,2,5,3,0,0,2,0,0,9,1,2
43234,2,1,2,6,3,0,0,0,0,0,1,1,7
43235,2,1,1,8,2,0,0,0,0,0,4,1,2
43236,1,2,1,8,3,0,0,0,3,0,11,9,11
43237,3,1,1,6,3,0,0,0,0,0,19,1,2
43238,1,1,1,6,3,0,0,0,0,0,9,1,6
43239,1,1,1,5,3,0,0,0,0,0,3,1,1
43240,1,1,2,7,3,0,0,0,0,0,9,1,5
43241,1,2,2,3,3,0,0,1,0,0,9,1,2
43242,1,3,1,5,3,1,1,0,0,0,0,1,8
43243,2,1,1,4,3,0,0,0,0,0,3,1,4
43244,1,1,1,8,3,0,0,0,0,0,1,1,3
43245,2,1,2,5,2,0,0,0,0,0,1,1,6
43246,2,1,1,4,3,0,0,0,0,0,3,1,3
43247,1,3,1,11,2,5,3,0,0,0,0,1,5
43248,1,1,1,6,3,0,0,0,0,0,3,1,5
43249,2,1,2,6,3,0,0,0,0,0,3,1,8
43250,1,3,1,11,2,5,3,0,0,0,0,1,5
43251,1,1,2,5,3,0,0,0,0,0,1,1,6
43252,2,1,2,7,3,0,0,0,0,0,1,1,3
43253,1,1,1,6,3,0,0,0,0,0,3,1,3
43254,1,1,1,8,3,0,0,0,0,0,9,2,4
43255,1,1,1,5,3,0,0,0,0,0,9,1,1
43256,2,1,1,8,3,0,0,0,0,0,9,1,2
43257,1,3,1,9,3,3,3,0,0,0,0,1,3
43258,1,1,1,8,3,0,0,0,0,0,1,1,6
43259,1,3,9,6,3,1,9,0,0,0,0,1,2
43260,1,1,1,6,3,0,0,0,0,0,3,1,2
43261,2,1,2,6,3,0,0,0,0,0,3,1,5
43262,1,3,1,3,3,1,1,0,0,0,0,1,2
43263,1,1,1,7,3,0,0,0,0,0,4,1,4
43264,1,1,1,4,3,0,0,0,0,0,3,1,9
43265,2,1,2,4,3,0,0,0,0,0,23,1,1
43266,1,1,1,6,3,0,0,0,0,0,9,9,11
43267,1,1,2,7,3,0,0,0,0,0,9,1,9
43268,2,2,1,10,3,0,0,1,0,0,9,9,11
43269,2,1,1,9,3,0,0,0,0,0,4,1,4
43270,1,3,1,6,3,9,7,0,0,0,0,1,4
43271,1,1,1,6,3,0,0,0,0,0,9,1,3
43272,1,2,2,6,3,0,0,1,0,0,9,9,11
43273,2,1,1,5,3,0,0,0,0,0,9,1,3
43274,1,1,1,9,3,0,0,0,0,0,4,1,2
43275,1,3,1,6,2,1,1,0,0,0,0,1,4
43276,1,3,1,1,3,1,1,0,0,0,0,1,4
43277,1,1,1,7,3,0,0,0,0,0,3,1,2
43278,1,1,1,4,3,0,0,0,0,0,3,1,7
43279,1,3,2,6,2,1,1,0,0,0,0,1,4
43280,1,1,1,6,3,0,0,0,0,0,1,1,5
43281,1,3,2,11,2,5,3,0,0,0,0,1,3
43282,1,1,2,9,3,0,0,0,0,0,9,1,1
43283,1,1,1,6,3,0,0,0,0,0,9,1,5
43284,2,1,1,6,3,0,0,0,0,0,9,1,9
43285,2,2,1,6,3,0,0,1,0,0,9,2,8
43286,1,1,1,6,3,0,0,0,0,0,1,1,5
43287,1,1,1,9,1,0,0,0,0,0,5,1,9
43288,1,1,1,6,3,0,0,0,0,0,1,1,8
43289,2,1,1,6,3,0,0,0,0,0,1,1,5
43290,1,1,1,6,3,0,0,0,0,0,4,1,4
43291,1,3,1,9,2,4,9,0,0,0,0,1,1
43292,1,3,2,5,3,6,9,0,0,0,0,1,8
43293,1,2,1,6,3,0,0,1,0,0,9,1,5
43294,2,2,2,7,3,0,0,1,0,0,9,1,6
43295,1,1,2,6,3,0,0,0,0,0,1,1,5
43296,2,1,1,4,3,0,0,0,0,0,90,1,5
43297,1,2,1,11,3,0,0,0,1,0,11,1,6
43298,1,1,1,5,3,0,0,0,0,0,9,1,6
43299,1,2,9,7,3,0,0,2,0,0,9,1,6
43300,1,2,9,7,3,0,0,1,0,0,9,1,4
43301,1,2,9,7,3,0,0,2,0,0,9,1,4
43302,3,1,1,9,2,0,0,0,0,0,4,1,7
43303,1,1,1,6,3,0,0,0,0,0,3,1,5
43304,1,1,1,7,3,0,0,0,0,0,8,1,4
43305,1,1,2,6,3,0,0,0,0,0,1,1,8
